process_id,task,start_time,end_time,user,user_group,industry,service_charge
253,Review Documents,07-08-2018 18:14:20,07-08-2018 18:22:08,Jane,Operations,Insurance,45000
253,Automated Scoreboarding,07-08-2018 18:27:08,07-08-2018 18:32:54,SYSTEM,SYSTEM,Insurance,45000
253,Update Backend Systems,07-08-2018 18:37:54,07-08-2018 18:51:35,RPA,SYSTEM,Insurance,45000
253,Notification Review Request Completed,07-08-2018 18:56:35,07-08-2018 19:04:28,SYSTEM,SYSTEM,Insurance,45000
254,New Client Onboarding Request,08-08-2018 18:00:00,08-08-2018 18:22:28,Clive,Sales,Federal,8000
254,Review Documents,08-08-2018 19:27:28,08-08-2018 22:33:18,Rod,Operations,Federal,8000
254,Automated Scoreboarding,08-08-2018 22:38:18,08-08-2018 22:44:03,SYSTEM,SYSTEM,Federal,8000
254,Update Backend Systems,08-08-2018 22:49:03,08-08-2018 22:59:47,RPA,SYSTEM,Federal,8000
254,Notification Review Request Completed,08-08-2018 23:04:47,08-08-2018 23:11:24,SYSTEM,SYSTEM,Federal,8000
255,New Client Onboarding Request,09-08-2018 18:00:00,09-08-2018 20:42:14,Nick,Sales,Finance,12000
255,Review Documents,09-08-2018 20:47:14,09-08-2018 20:50:48,Jane,Operations,Finance,12000
255,Automated Scoreboarding,09-08-2018 20:55:48,09-08-2018 20:59:24,SYSTEM,SYSTEM,Finance,12000
255,Update Backend Systems,09-08-2018 21:04:24,09-08-2018 21:21:43,RPA,SYSTEM,Finance,12000
255,Notification Review Request Completed,09-08-2018 21:26:43,09-08-2018 21:31:04,SYSTEM,SYSTEM,Finance,12000
256,New Client Onboarding Request,10-08-2018 18:00:00,10-08-2018 18:56:15,Nick,Sales,Telecom,49000
256,Review Documents,10-08-2018 20:01:15,10-08-2018 20:33:56,Rod,Operations,Telecom,49000
256,Automated Scoreboarding,10-08-2018 20:38:56,10-08-2018 20:42:18,SYSTEM,SYSTEM,Telecom,49000
256,Update Backend Systems,10-08-2018 20:47:18,10-08-2018 21:14:51,RPA,SYSTEM,Telecom,49000
256,Notification Review Request Completed,10-08-2018 21:19:51,10-08-2018 21:26:36,SYSTEM,SYSTEM,Telecom,49000
257,New Client Onboarding Request,11-08-2018 18:00:00,11-08-2018 18:27:22,Francis,Sales,Telecom,49000
257,Review Documents,11-08-2018 18:32:22,11-08-2018 19:11:29,Jane,Operations,Telecom,49000
257,Automated Scoreboarding,11-08-2018 19:16:29,11-08-2018 19:27:54,SYSTEM,SYSTEM,Telecom,49000
257,Update Backend Systems,11-08-2018 19:32:54,11-08-2018 19:48:11,RPA,SYSTEM,Telecom,49000
257,Notification Review Request Completed,11-08-2018 19:53:11,11-08-2018 19:59:22,SYSTEM,SYSTEM,Telecom,49000
258,New Client Onboarding Request,12-08-2018 18:00:00,12-08-2018 18:53:59,Nick,Sales,Insurance,45000
258,Review Documents,12-08-2018 18:58:59,12-08-2018 19:04:06,Freddy,Operations,Insurance,45000
258,Automated Scoreboarding,12-08-2018 19:09:06,12-08-2018 19:17:44,SYSTEM,SYSTEM,Insurance,45000
258,Update Backend Systems,12-08-2018 19:22:44,12-08-2018 19:37:17,RPA,SYSTEM,Insurance,45000
258,Notification Review Request Completed,12-08-2018 19:42:17,12-08-2018 19:48:28,SYSTEM,SYSTEM,Insurance,45000
259,New Client Onboarding Request,13-08-2018 18:00:00,13-08-2018 18:36:42,Seb,Sales,Insurance,45000
259,Review Documents,13-08-2018 18:41:42,13-08-2018 18:43:59,Jane,Operations,Insurance,45000
259,Automated Scoreboarding,13-08-2018 18:48:59,13-08-2018 18:53:10,SYSTEM,SYSTEM,Insurance,45000
259,Update Backend Systems,13-08-2018 18:58:10,13-08-2018 19:21:21,RPA,SYSTEM,Insurance,45000
259,Notification Review Request Completed,13-08-2018 19:26:21,13-08-2018 19:37:20,SYSTEM,SYSTEM,Insurance,45000
260,New Client Onboarding Request,14-08-2018 18:00:00,14-08-2018 18:22:02,Francis,Sales,Finance,10000
260,Review Documents,14-08-2018 18:27:02,14-08-2018 19:35:25,Freddy,Operations,Finance,10000
260,Automated Scoreboarding,14-08-2018 19:40:25,14-08-2018 19:43:39,SYSTEM,SYSTEM,Finance,10000
260,Update Backend Systems,14-08-2018 19:48:39,14-08-2018 20:01:28,RPA,SYSTEM,Finance,10000
260,Notification Review Request Completed,14-08-2018 20:06:28,14-08-2018 20:14:05,SYSTEM,SYSTEM,Finance,10000
261,New Client Onboarding Request,15-08-2018 18:00:00,15-08-2018 18:10:26,Nick,Sales,Federal,8000
261,Review Documents,15-08-2018 19:15:26,15-08-2018 21:23:01,Rod,Operations,Federal,8000
261,Automated Scoreboarding,15-08-2018 21:28:01,15-08-2018 21:33:03,SYSTEM,SYSTEM,Federal,8000
261,Update Backend Systems,15-08-2018 21:38:03,15-08-2018 21:51:39,RPA,SYSTEM,Federal,8000
261,Notification Review Request Completed,15-08-2018 21:56:39,15-08-2018 22:02:17,SYSTEM,SYSTEM,Federal,8000
262,New Client Onboarding Request,16-08-2018 18:00:00,16-08-2018 19:06:49,Clive,Sales,Insurance,45000
262,Review Documents,16-08-2018 20:11:49,16-08-2018 20:22:09,Rod,Operations,Insurance,45000
262,Automated Scoreboarding,16-08-2018 20:27:09,16-08-2018 20:34:09,SYSTEM,SYSTEM,Insurance,45000
262,Update Backend Systems,16-08-2018 20:39:09,16-08-2018 21:12:04,RPA,SYSTEM,Insurance,45000
262,Notification Review Request Completed,16-08-2018 21:17:04,16-08-2018 21:21:06,SYSTEM,SYSTEM,Insurance,45000
263,New Client Onboarding Request,17-08-2018 18:00:00,17-08-2018 18:06:32,Francis,Sales,Healthcare,15000
263,Review Documents,17-08-2018 18:11:32,17-08-2018 19:08:20,Freddy,Operations,Healthcare,15000
263,Automated Scoreboarding,17-08-2018 19:13:20,17-08-2018 19:19:23,SYSTEM,SYSTEM,Healthcare,15000
263,Update Backend Systems,17-08-2018 19:24:23,17-08-2018 19:35:12,RPA,SYSTEM,Healthcare,15000
263,Notification Review Request Completed,17-08-2018 19:40:12,17-08-2018 19:49:32,SYSTEM,SYSTEM,Healthcare,15000
264,New Client Onboarding Request,18-08-2018 18:00:00,18-08-2018 18:25:51,Seb,Sales,Telecom,49000
264,Review Documents,18-08-2018 18:30:51,18-08-2018 18:58:39,Jane,Operations,Telecom,49000
264,Automated Scoreboarding,18-08-2018 19:03:39,18-08-2018 19:17:44,SYSTEM,SYSTEM,Telecom,49000
264,Update Backend Systems,18-08-2018 19:22:44,18-08-2018 19:31:15,RPA,SYSTEM,Telecom,49000
264,Notification Review Request Completed,18-08-2018 19:36:15,18-08-2018 19:41:11,SYSTEM,SYSTEM,Telecom,49000
265,New Client Onboarding Request,19-08-2018 18:00:00,19-08-2018 18:18:39,Francis,Sales,Federal,8000
265,Review Documents,19-08-2018 19:23:39,19-08-2018 21:35:21,Rod,Operations,Federal,8000
265,Automated Scoreboarding,19-08-2018 21:40:21,19-08-2018 21:47:35,SYSTEM,SYSTEM,Federal,8000
265,Update Backend Systems,19-08-2018 21:52:35,19-08-2018 22:06:15,RPA,SYSTEM,Federal,8000
265,Notification Review Request Completed,19-08-2018 22:11:15,19-08-2018 22:21:09,SYSTEM,SYSTEM,Federal,8000
266,New Client Onboarding Request,20-08-2018 18:00:00,20-08-2018 18:48:32,Francis,Sales,Healthcare,25000
266,Review Documents,20-08-2018 18:53:32,20-08-2018 19:34:54,Jane,Operations,Healthcare,25000
266,Automated Scoreboarding,20-08-2018 19:39:54,20-08-2018 19:46:53,SYSTEM,SYSTEM,Healthcare,25000
266,Update Backend Systems,20-08-2018 19:51:53,20-08-2018 20:40:15,RPA,SYSTEM,Healthcare,25000
266,Notification Review Request Completed,20-08-2018 20:45:15,20-08-2018 20:50:02,SYSTEM,SYSTEM,Healthcare,25000
267,New Client Onboarding Request,21-08-2018 18:00:00,21-08-2018 18:26:54,Nick,Sales,Finance,20000
267,Review Documents,21-08-2018 18:31:54,21-08-2018 19:22:41,Freddy,Operations,Finance,20000
267,Automated Scoreboarding,21-08-2018 19:27:41,21-08-2018 19:35:09,SYSTEM,SYSTEM,Finance,20000
267,Update Backend Systems,21-08-2018 19:40:09,21-08-2018 20:07:05,RPA,SYSTEM,Finance,20000
267,Notification Review Request Completed,21-08-2018 20:12:05,21-08-2018 20:15:52,SYSTEM,SYSTEM,Finance,20000
268,New Client Onboarding Request,22-08-2018 18:00:00,22-08-2018 18:34:06,Tom,Sales,Federal,8000
268,Review Documents,22-08-2018 19:39:06,22-08-2018 21:58:20,Rod,Operations,Federal,8000
268,Automated Scoreboarding,22-08-2018 22:03:20,22-08-2018 22:09:15,SYSTEM,SYSTEM,Federal,8000
268,Update Backend Systems,22-08-2018 22:14:15,22-08-2018 22:36:08,RPA,SYSTEM,Federal,8000
268,Notification Review Request Completed,22-08-2018 22:41:08,22-08-2018 22:44:51,SYSTEM,SYSTEM,Federal,8000
269,New Client Onboarding Request,23-08-2018 18:00:00,23-08-2018 18:49:01,Clive,Sales,Finance,12000
269,Review Documents,23-08-2018 19:54:01,23-08-2018 20:05:27,Rod,Operations,Finance,12000
269,Automated Scoreboarding,23-08-2018 20:10:27,23-08-2018 20:18:30,SYSTEM,SYSTEM,Finance,12000
269,Update Backend Systems,23-08-2018 20:23:30,23-08-2018 20:38:11,RPA,SYSTEM,Finance,12000
269,Notification Review Request Completed,23-08-2018 20:43:11,23-08-2018 20:51:14,SYSTEM,SYSTEM,Finance,12000
270,New Client Onboarding Request,24-08-2018 18:00:00,24-08-2018 18:42:28,Nick,Sales,Finance,12000
270,Review Documents,24-08-2018 18:47:28,24-08-2018 19:07:31,Jane,Operations,Finance,12000
270,Automated Scoreboarding,24-08-2018 19:12:31,24-08-2018 19:17:36,SYSTEM,SYSTEM,Finance,12000
270,Update Backend Systems,24-08-2018 19:22:36,24-08-2018 19:31:45,RPA,SYSTEM,Finance,12000
270,Notification Review Request Completed,24-08-2018 19:36:45,24-08-2018 19:44:33,SYSTEM,SYSTEM,Finance,12000
271,New Client Onboarding Request,25-08-2018 18:00:00,25-08-2018 18:15:26,Clive,Sales,Finance,20000
271,Review Documents,25-08-2018 19:20:26,25-08-2018 19:30:04,Rod,Operations,Finance,20000
271,Automated Scoreboarding,25-08-2018 19:35:04,25-08-2018 19:42:32,SYSTEM,SYSTEM,Finance,20000
271,Update Backend Systems,25-08-2018 19:47:32,25-08-2018 19:58:17,RPA,SYSTEM,Finance,20000
271,Notification Review Request Completed,25-08-2018 20:03:17,25-08-2018 20:08:57,SYSTEM,SYSTEM,Finance,20000
272,New Client Onboarding Request,26-08-2018 18:00:00,26-08-2018 18:20:46,Tom,Sales,Federal,6000
272,Review Documents,26-08-2018 18:25:46,26-08-2018 20:55:12,Jane,Operations,Federal,6000
272,Automated Scoreboarding,26-08-2018 21:00:12,26-08-2018 21:03:46,SYSTEM,SYSTEM,Federal,6000
272,Update Backend Systems,26-08-2018 21:08:46,26-08-2018 21:21:51,RPA,SYSTEM,Federal,6000
272,Notification Review Request Completed,26-08-2018 21:26:51,26-08-2018 21:34:32,SYSTEM,SYSTEM,Federal,6000
273,New Client Onboarding Request,27-08-2018 18:00:00,27-08-2018 18:10:40,Clive,Sales,Finance,20000
273,Review Documents,27-08-2018 18:15:40,27-08-2018 18:27:42,Jane,Operations,Finance,20000
273,Automated Scoreboarding,27-08-2018 18:32:42,27-08-2018 18:38:18,SYSTEM,SYSTEM,Finance,20000
273,Update Backend Systems,27-08-2018 18:43:18,27-08-2018 18:56:43,RPA,SYSTEM,Finance,20000
273,Notification Review Request Completed,27-08-2018 19:01:43,27-08-2018 19:08:51,SYSTEM,SYSTEM,Finance,20000
274,New Client Onboarding Request,28-08-2018 18:00:00,28-08-2018 18:24:07,Clive,Sales,Telecom,49000
274,Review Documents,28-08-2018 18:29:07,28-08-2018 18:36:15,Freddy,Operations,Telecom,49000
274,Automated Scoreboarding,28-08-2018 18:41:15,28-08-2018 18:49:36,SYSTEM,SYSTEM,Telecom,49000
274,Update Backend Systems,28-08-2018 18:54:36,28-08-2018 19:04:48,RPA,SYSTEM,Telecom,49000
274,Notification Review Request Completed,28-08-2018 19:09:48,28-08-2018 19:16:52,SYSTEM,SYSTEM,Telecom,49000
275,New Client Onboarding Request,29-08-2018 18:00:00,29-08-2018 19:24:52,Francis,Sales,Finance,10000
275,Review Documents,29-08-2018 19:29:52,29-08-2018 20:10:04,Freddy,Operations,Finance,10000
275,Automated Scoreboarding,29-08-2018 20:15:04,29-08-2018 20:21:38,SYSTEM,SYSTEM,Finance,10000
275,Update Backend Systems,29-08-2018 20:26:38,29-08-2018 20:45:29,RPA,SYSTEM,Finance,10000
275,Notification Review Request Completed,29-08-2018 20:50:29,29-08-2018 20:56:32,SYSTEM,SYSTEM,Finance,10000
276,New Client Onboarding Request,30-08-2018 18:00:00,30-08-2018 18:24:35,Clive,Sales,Finance,12000
276,Review Documents,30-08-2018 18:29:35,30-08-2018 18:35:05,Jane,Operations,Finance,12000
276,Automated Scoreboarding,30-08-2018 18:40:05,30-08-2018 18:43:30,SYSTEM,SYSTEM,Finance,12000
276,Update Backend Systems,30-08-2018 18:48:30,30-08-2018 19:40:45,RPA,SYSTEM,Finance,12000
276,Notification Review Request Completed,30-08-2018 19:45:45,30-08-2018 19:48:35,SYSTEM,SYSTEM,Finance,12000
277,New Client Onboarding Request,31-08-2018 18:00:00,31-08-2018 18:18:40,Francis,Sales,Healthcare,20000
277,Review Documents,31-08-2018 18:23:40,31-08-2018 18:43:30,Freddy,Operations,Healthcare,20000
277,Automated Scoreboarding,31-08-2018 18:48:30,31-08-2018 18:54:54,SYSTEM,SYSTEM,Healthcare,20000
277,Update Backend Systems,31-08-2018 18:59:54,31-08-2018 19:24:09,RPA,SYSTEM,Healthcare,20000
277,Notification Review Request Completed,31-08-2018 19:29:09,31-08-2018 19:34:18,SYSTEM,SYSTEM,Healthcare,20000
278,New Client Onboarding Request,01-09-2018 18:00:00,01-09-2018 18:38:21,Nick,Sales,Finance,12000
278,Review Documents,01-09-2018 18:43:21,01-09-2018 18:57:43,Jane,Operations,Finance,12000
278,Automated Scoreboarding,01-09-2018 19:02:43,01-09-2018 19:09:22,SYSTEM,SYSTEM,Finance,12000
278,Update Backend Systems,01-09-2018 19:14:22,01-09-2018 19:20:23,RPA,SYSTEM,Finance,12000
278,Notification Review Request Completed,01-09-2018 19:25:23,01-09-2018 19:32:04,SYSTEM,SYSTEM,Finance,12000
279,New Client Onboarding Request,02-09-2018 18:00:00,02-09-2018 18:15:37,Tom,Sales,Telecom,49000
279,Review Documents,02-09-2018 18:20:37,02-09-2018 18:27:02,Jane,Operations,Telecom,49000
279,Automated Scoreboarding,02-09-2018 18:32:02,02-09-2018 18:43:03,SYSTEM,SYSTEM,Telecom,49000
279,Update Backend Systems,02-09-2018 18:48:03,02-09-2018 19:07:40,RPA,SYSTEM,Telecom,49000
279,Notification Review Request Completed,02-09-2018 19:12:40,02-09-2018 19:23:26,SYSTEM,SYSTEM,Telecom,49000
280,New Client Onboarding Request,03-09-2018 18:00:00,03-09-2018 18:27:10,Seb,Sales,Federal,6000
280,Review Documents,03-09-2018 18:32:10,03-09-2018 20:33:54,Jane,Operations,Federal,6000
280,Automated Scoreboarding,03-09-2018 20:38:54,03-09-2018 20:44:15,SYSTEM,SYSTEM,Federal,6000
280,Update Backend Systems,03-09-2018 20:49:15,03-09-2018 21:03:09,RPA,SYSTEM,Federal,6000
280,Notification Review Request Completed,03-09-2018 21:08:09,03-09-2018 21:13:11,SYSTEM,SYSTEM,Federal,6000
281,New Client Onboarding Request,04-09-2018 18:00:00,04-09-2018 18:54:04,Nick,Sales,Healthcare,20000
281,Review Documents,04-09-2018 18:59:04,04-09-2018 19:15:22,Jane,Operations,Healthcare,20000
281,Automated Scoreboarding,04-09-2018 19:20:22,04-09-2018 19:24:17,SYSTEM,SYSTEM,Healthcare,20000
281,Update Backend Systems,04-09-2018 19:29:17,04-09-2018 19:37:14,RPA,SYSTEM,Healthcare,20000
281,Notification Review Request Completed,04-09-2018 19:42:14,04-09-2018 19:46:42,SYSTEM,SYSTEM,Healthcare,20000
282,New Client Onboarding Request,05-09-2018 18:00:00,05-09-2018 18:14:08,Tom,Sales,Insurance,45000
282,Review Documents,05-09-2018 18:19:08,05-09-2018 18:41:19,Freddy,Operations,Insurance,45000
282,Automated Scoreboarding,05-09-2018 18:46:19,05-09-2018 18:52:34,SYSTEM,SYSTEM,Insurance,45000
282,Update Backend Systems,05-09-2018 18:57:34,05-09-2018 19:04:31,RPA,SYSTEM,Insurance,45000
282,Notification Review Request Completed,05-09-2018 19:09:31,05-09-2018 19:14:01,SYSTEM,SYSTEM,Insurance,45000
283,New Client Onboarding Request,06-09-2018 18:00:00,06-09-2018 20:07:41,Clive,Sales,Federal,6000
283,Review Documents,06-09-2018 21:12:41,06-09-2018 23:22:53,Rod,Operations,Federal,6000
283,Automated Scoreboarding,06-09-2018 23:27:53,06-09-2018 23:33:59,SYSTEM,SYSTEM,Federal,6000
283,Update Backend Systems,06-09-2018 23:38:59,06-09-2018 23:48:16,RPA,SYSTEM,Federal,6000
283,Notification Review Request Completed,06-09-2018 23:53:16,07-09-2018 00:02:31,SYSTEM,SYSTEM,Federal,6000
284,New Client Onboarding Request,07-09-2018 18:00:00,07-09-2018 18:15:16,Clive,Sales,Insurance,45000
284,Review Documents,07-09-2018 18:20:16,07-09-2018 18:32:30,Jane,Operations,Insurance,45000
284,Automated Scoreboarding,07-09-2018 18:37:30,07-09-2018 18:42:30,SYSTEM,SYSTEM,Insurance,45000
284,Update Backend Systems,07-09-2018 18:47:30,07-09-2018 19:00:36,RPA,SYSTEM,Insurance,45000
284,Notification Review Request Completed,07-09-2018 19:05:36,07-09-2018 19:09:42,SYSTEM,SYSTEM,Insurance,45000
285,New Client Onboarding Request,08-09-2018 18:00:00,08-09-2018 19:06:54,Clive,Sales,Federal,8000
285,Review Documents,08-09-2018 19:11:54,08-09-2018 21:21:35,Jane,Operations,Federal,8000
285,Automated Scoreboarding,08-09-2018 21:26:35,08-09-2018 21:32:21,SYSTEM,SYSTEM,Federal,8000
285,Update Backend Systems,08-09-2018 21:37:21,08-09-2018 21:46:15,RPA,SYSTEM,Federal,8000
285,Notification Review Request Completed,08-09-2018 21:51:15,08-09-2018 21:59:42,SYSTEM,SYSTEM,Federal,8000
286,New Client Onboarding Request,09-09-2018 18:00:00,09-09-2018 18:29:32,Tom,Sales,Telecom,49000
286,Review Documents,09-09-2018 18:34:32,09-09-2018 18:38:10,Jane,Operations,Telecom,49000
286,Automated Scoreboarding,09-09-2018 18:43:10,09-09-2018 18:50:22,SYSTEM,SYSTEM,Telecom,49000
286,Update Backend Systems,09-09-2018 18:55:22,09-09-2018 19:21:26,RPA,SYSTEM,Telecom,49000
286,Notification Review Request Completed,09-09-2018 19:26:26,09-09-2018 19:34:53,SYSTEM,SYSTEM,Telecom,49000
287,New Client Onboarding Request,10-09-2018 18:00:00,10-09-2018 18:30:07,Nick,Sales,Healthcare,15000
287,Review Documents,10-09-2018 18:35:07,10-09-2018 18:44:04,Jane,Operations,Healthcare,15000
287,Automated Scoreboarding,10-09-2018 18:49:04,10-09-2018 18:51:53,SYSTEM,SYSTEM,Healthcare,15000
287,Update Backend Systems,10-09-2018 18:56:53,10-09-2018 19:15:24,RPA,SYSTEM,Healthcare,15000
287,Notification Review Request Completed,10-09-2018 19:20:24,10-09-2018 19:30:29,SYSTEM,SYSTEM,Healthcare,15000
288,New Client Onboarding Request,11-09-2018 18:00:00,11-09-2018 18:39:21,Tom,Sales,Finance,20000
288,Review Documents,11-09-2018 18:44:21,11-09-2018 19:02:55,Freddy,Operations,Finance,20000
288,Automated Scoreboarding,11-09-2018 19:07:55,11-09-2018 19:15:39,SYSTEM,SYSTEM,Finance,20000
288,Update Backend Systems,11-09-2018 19:20:39,11-09-2018 19:54:57,RPA,SYSTEM,Finance,20000
288,Notification Review Request Completed,11-09-2018 19:59:57,11-09-2018 20:10:12,SYSTEM,SYSTEM,Finance,20000
289,New Client Onboarding Request,12-09-2018 18:00:00,12-09-2018 18:16:24,Clive,Sales,Insurance,45000
289,Review Documents,12-09-2018 18:21:24,12-09-2018 18:47:51,Jane,Operations,Insurance,45000
289,Automated Scoreboarding,12-09-2018 18:52:51,12-09-2018 19:03:05,SYSTEM,SYSTEM,Insurance,45000
289,Update Backend Systems,12-09-2018 19:08:05,12-09-2018 19:16:31,RPA,SYSTEM,Insurance,45000
289,Notification Review Request Completed,12-09-2018 19:21:31,12-09-2018 19:28:13,SYSTEM,SYSTEM,Insurance,45000
290,New Client Onboarding Request,13-09-2018 18:00:00,13-09-2018 20:48:13,Nick,Sales,Healthcare,20000
290,Review Documents,13-09-2018 20:53:13,13-09-2018 20:58:02,Jane,Operations,Healthcare,20000
290,Automated Scoreboarding,13-09-2018 21:03:02,13-09-2018 21:10:42,SYSTEM,SYSTEM,Healthcare,20000
290,Update Backend Systems,13-09-2018 21:15:42,13-09-2018 21:33:55,RPA,SYSTEM,Healthcare,20000
290,Notification Review Request Completed,13-09-2018 21:38:55,13-09-2018 21:47:16,SYSTEM,SYSTEM,Healthcare,20000
291,New Client Onboarding Request,14-09-2018 18:00:00,14-09-2018 20:17:36,Francis,Sales,Federal,6000
291,Review Documents,14-09-2018 21:22:36,15-09-2018 00:32:16,Rod,Operations,Federal,6000
291,Automated Scoreboarding,15-09-2018 00:37:16,15-09-2018 00:48:08,SYSTEM,SYSTEM,Federal,6000
291,Update Backend Systems,15-09-2018 00:53:08,15-09-2018 01:02:06,RPA,SYSTEM,Federal,6000
291,Notification Review Request Completed,15-09-2018 01:07:06,15-09-2018 01:12:19,SYSTEM,SYSTEM,Federal,6000
292,New Client Onboarding Request,15-09-2018 18:00:00,15-09-2018 18:26:23,Francis,Sales,Telecom,49000
292,Review Documents,15-09-2018 18:31:23,15-09-2018 18:57:42,Jane,Operations,Telecom,49000
292,Automated Scoreboarding,15-09-2018 19:02:42,15-09-2018 19:11:17,SYSTEM,SYSTEM,Telecom,49000
292,Update Backend Systems,15-09-2018 19:16:17,15-09-2018 19:30:58,RPA,SYSTEM,Telecom,49000
292,Notification Review Request Completed,15-09-2018 19:35:58,15-09-2018 19:44:40,SYSTEM,SYSTEM,Telecom,49000
293,New Client Onboarding Request,16-09-2018 18:00:00,16-09-2018 18:30:03,Tom,Sales,Insurance,45000
293,Review Documents,16-09-2018 19:35:03,16-09-2018 20:00:52,Rod,Operations,Insurance,45000
293,Automated Scoreboarding,16-09-2018 20:05:52,16-09-2018 20:12:15,SYSTEM,SYSTEM,Insurance,45000
293,Update Backend Systems,16-09-2018 20:17:15,16-09-2018 20:30:56,RPA,SYSTEM,Insurance,45000
293,Notification Review Request Completed,16-09-2018 20:35:56,16-09-2018 20:45:04,SYSTEM,SYSTEM,Insurance,45000
294,New Client Onboarding Request,17-09-2018 18:00:00,17-09-2018 18:57:54,Francis,Sales,Finance,20000
294,Review Documents,17-09-2018 19:02:54,17-09-2018 19:10:31,Freddy,Operations,Finance,20000
294,Automated Scoreboarding,17-09-2018 19:15:31,17-09-2018 19:25:01,SYSTEM,SYSTEM,Finance,20000
294,Update Backend Systems,17-09-2018 19:30:01,17-09-2018 19:36:26,RPA,SYSTEM,Finance,20000
294,Notification Review Request Completed,17-09-2018 19:41:26,17-09-2018 19:48:36,SYSTEM,SYSTEM,Finance,20000
295,New Client Onboarding Request,18-09-2018 18:00:00,18-09-2018 18:36:04,Francis,Sales,Insurance,45000
295,Review Documents,18-09-2018 18:41:04,18-09-2018 18:44:48,Jane,Operations,Insurance,45000
295,Automated Scoreboarding,18-09-2018 18:49:48,18-09-2018 18:54:08,SYSTEM,SYSTEM,Insurance,45000
295,Update Backend Systems,18-09-2018 18:59:08,18-09-2018 19:16:09,RPA,SYSTEM,Insurance,45000
295,Notification Review Request Completed,18-09-2018 19:21:09,18-09-2018 19:29:44,SYSTEM,SYSTEM,Insurance,45000
296,New Client Onboarding Request,19-09-2018 18:00:00,19-09-2018 18:23:33,Tom,Sales,Telecom,49000
296,Review Documents,19-09-2018 18:28:33,19-09-2018 18:40:55,Jane,Operations,Telecom,49000
296,Automated Scoreboarding,19-09-2018 18:45:55,19-09-2018 18:51:23,SYSTEM,SYSTEM,Telecom,49000
296,Update Backend Systems,19-09-2018 18:56:23,19-09-2018 19:05:12,RPA,SYSTEM,Telecom,49000
296,Notification Review Request Completed,19-09-2018 19:10:12,19-09-2018 19:19:03,SYSTEM,SYSTEM,Telecom,49000
297,New Client Onboarding Request,20-09-2018 18:00:00,20-09-2018 19:06:48,Francis,Sales,Insurance,45000
297,Review Documents,20-09-2018 19:11:48,20-09-2018 19:33:26,Freddy,Operations,Insurance,45000
297,Automated Scoreboarding,20-09-2018 19:38:26,20-09-2018 19:44:16,SYSTEM,SYSTEM,Insurance,45000
297,Update Backend Systems,20-09-2018 19:49:16,20-09-2018 19:54:43,RPA,SYSTEM,Insurance,45000
297,Notification Review Request Completed,20-09-2018 19:59:43,20-09-2018 20:04:26,SYSTEM,SYSTEM,Insurance,45000
298,New Client Onboarding Request,21-09-2018 18:00:00,21-09-2018 19:58:04,Tom,Sales,Insurance,45000
298,Review Documents,21-09-2018 21:03:04,21-09-2018 21:15:12,Rod,Operations,Insurance,45000
298,Automated Scoreboarding,21-09-2018 21:20:12,21-09-2018 21:24:29,SYSTEM,SYSTEM,Insurance,45000
298,Update Backend Systems,21-09-2018 21:29:29,21-09-2018 21:37:57,RPA,SYSTEM,Insurance,45000
298,Notification Review Request Completed,21-09-2018 21:42:57,21-09-2018 21:48:01,SYSTEM,SYSTEM,Insurance,45000
299,New Client Onboarding Request,22-09-2018 18:00:00,22-09-2018 18:15:01,Francis,Sales,Finance,12000
299,Review Documents,22-09-2018 19:20:01,22-09-2018 20:06:04,Rod,Operations,Finance,12000
299,Automated Scoreboarding,22-09-2018 20:11:04,22-09-2018 20:16:41,SYSTEM,SYSTEM,Finance,12000
299,Update Backend Systems,22-09-2018 20:21:41,22-09-2018 20:35:08,RPA,SYSTEM,Finance,12000
299,Notification Review Request Completed,22-09-2018 20:40:08,22-09-2018 20:49:11,SYSTEM,SYSTEM,Finance,12000
300,New Client Onboarding Request,23-09-2018 18:00:00,23-09-2018 19:28:49,Seb,Sales,Healthcare,25000
300,Review Documents,23-09-2018 19:33:49,23-09-2018 19:37:23,Freddy,Operations,Healthcare,25000
300,Automated Scoreboarding,23-09-2018 19:42:23,23-09-2018 19:47:48,SYSTEM,SYSTEM,Healthcare,25000
300,Update Backend Systems,23-09-2018 19:52:48,23-09-2018 20:13:07,RPA,SYSTEM,Healthcare,25000
300,Notification Review Request Completed,23-09-2018 20:18:07,23-09-2018 20:22:16,SYSTEM,SYSTEM,Healthcare,25000
301,New Client Onboarding Request,24-09-2018 18:00:00,24-09-2018 18:37:55,Francis,Sales,Finance,12000
301,Review Documents,24-09-2018 18:42:55,24-09-2018 19:11:17,Jane,Operations,Finance,12000
301,Automated Scoreboarding,24-09-2018 19:16:17,24-09-2018 19:21:16,SYSTEM,SYSTEM,Finance,12000
301,Update Backend Systems,24-09-2018 19:26:16,24-09-2018 19:44:26,RPA,SYSTEM,Finance,12000
301,Notification Review Request Completed,24-09-2018 19:49:26,24-09-2018 19:52:44,SYSTEM,SYSTEM,Finance,12000
302,New Client Onboarding Request,25-09-2018 18:00:00,25-09-2018 18:39:38,Seb,Sales,Telecom,49000
302,Review Documents,25-09-2018 18:44:38,25-09-2018 18:51:06,Jane,Operations,Telecom,49000
302,Automated Scoreboarding,25-09-2018 18:56:06,25-09-2018 19:03:21,SYSTEM,SYSTEM,Telecom,49000
302,Update Backend Systems,25-09-2018 19:08:21,25-09-2018 19:23:38,RPA,SYSTEM,Telecom,49000
