process_id,task,start_time,user,industry,service_charge
181,New Client Onboarding Request,27-05-2018 18:00:00,Seb,Finance,10000
181,Review Documents,27-05-2018 18:17:52,Freddy,Finance,10000
181,Automated Scoreboarding,27-05-2018 18:25:21,SYSTEM,Finance,10000
181,Update Backend Systems,27-05-2018 18:34:22,RPA,Finance,10000
181,Notification Review Request Completed,27-05-2018 18:53:02,SYSTEM,Finance,10000
182,New Client Onboarding Request,28-05-2018 18:00:00,Clive,Healthcare,25000
182,Review Documents,28-05-2018 18:16:35,Freddy,Healthcare,25000
182,Automated Scoreboarding,28-05-2018 18:26:11,SYSTEM,Healthcare,25000
182,Update Backend Systems,28-05-2018 18:32:48,RPA,Healthcare,25000
182,Notification Review Request Completed,28-05-2018 18:42:25,SYSTEM,Healthcare,25000
183,New Client Onboarding Request,29-05-2018 18:00:00,Francis,Telecom,49000
183,Review Documents,29-05-2018 18:50:28,Jane,Telecom,49000
183,Automated Scoreboarding,29-05-2018 19:10:26,SYSTEM,Telecom,49000
183,Update Backend Systems,29-05-2018 19:15:03,RPA,Telecom,49000
183,Notification Review Request Completed,29-05-2018 19:25:34,SYSTEM,Telecom,49000
184,New Client Onboarding Request,30-05-2018 18:00:00,Clive,Federal,8000
184,Review Documents,30-05-2018 18:36:45,Jane,Federal,8000
184,Automated Scoreboarding,30-05-2018 20:51:20,SYSTEM,Federal,8000
184,Update Backend Systems,30-05-2018 20:57:00,RPA,Federal,8000
184,Notification Review Request Completed,30-05-2018 21:15:37,SYSTEM,Federal,8000
185,New Client Onboarding Request,31-05-2018 18:00:00,Tom,Finance,20000
185,Review Documents,31-05-2018 20:44:51,Rod,Finance,20000
185,Automated Scoreboarding,31-05-2018 20:57:35,SYSTEM,Finance,20000
185,Update Backend Systems,31-05-2018 21:04:04,RPA,Finance,20000
185,Notification Review Request Completed,31-05-2018 21:09:27,SYSTEM,Finance,20000
186,New Client Onboarding Request,01-06-2018 18:00:00,Clive,Finance,12000
186,Review Documents,01-06-2018 18:16:32,Freddy,Finance,12000
186,Automated Scoreboarding,01-06-2018 18:30:20,SYSTEM,Finance,12000
186,Update Backend Systems,01-06-2018 18:35:18,RPA,Finance,12000
186,Notification Review Request Completed,01-06-2018 18:51:02,SYSTEM,Finance,12000
187,New Client Onboarding Request,02-06-2018 18:00:00,Nick,Insurance,45000
187,Review Documents,02-06-2018 19:17:41,Rod,Insurance,45000
187,Automated Scoreboarding,02-06-2018 19:53:04,SYSTEM,Insurance,45000
187,Update Backend Systems,02-06-2018 20:01:20,RPA,Insurance,45000
187,Notification Review Request Completed,02-06-2018 20:13:05,SYSTEM,Insurance,45000
188,New Client Onboarding Request,03-06-2018 18:00:00,Tom,Telecom,49000
188,Review Documents,03-06-2018 18:49:52,Jane,Telecom,49000
188,Automated Scoreboarding,03-06-2018 18:56:35,SYSTEM,Telecom,49000
188,Update Backend Systems,03-06-2018 19:00:01,RPA,Telecom,49000
188,Notification Review Request Completed,03-06-2018 19:20:32,SYSTEM,Telecom,49000
189,New Client Onboarding Request,04-06-2018 18:00:00,Nick,Finance,12000
189,Review Documents,04-06-2018 18:20:19,Freddy,Finance,12000
189,Automated Scoreboarding,04-06-2018 18:58:34,SYSTEM,Finance,12000
189,Update Backend Systems,04-06-2018 19:03:45,RPA,Finance,12000
189,Notification Review Request Completed,04-06-2018 19:15:27,SYSTEM,Finance,12000
190,New Client Onboarding Request,05-06-2018 18:00:00,Seb,Insurance,45000
190,Review Documents,05-06-2018 19:28:56,Rod,Insurance,45000
190,Automated Scoreboarding,05-06-2018 19:49:58,SYSTEM,Insurance,45000
190,Update Backend Systems,05-06-2018 20:00:27,RPA,Insurance,45000
190,Notification Review Request Completed,05-06-2018 20:33:40,SYSTEM,Insurance,45000
191,New Client Onboarding Request,06-06-2018 18:00:00,Tom,Healthcare,15000
191,Review Documents,06-06-2018 18:14:38,Freddy,Healthcare,15000
191,Automated Scoreboarding,06-06-2018 18:31:19,SYSTEM,Healthcare,15000
191,Update Backend Systems,06-06-2018 18:43:38,RPA,Healthcare,15000
191,Notification Review Request Completed,06-06-2018 19:12:51,SYSTEM,Healthcare,15000
192,New Client Onboarding Request,07-06-2018 18:00:00,Francis,Healthcare,25000
192,Review Documents,07-06-2018 19:29:03,Rod,Healthcare,25000
192,Automated Scoreboarding,07-06-2018 20:09:51,SYSTEM,Healthcare,25000
192,Update Backend Systems,07-06-2018 20:20:36,RPA,Healthcare,25000
192,Notification Review Request Completed,07-06-2018 20:51:34,SYSTEM,Healthcare,25000
193,New Client Onboarding Request,08-06-2018 18:00:00,Francis,Healthcare,15000
193,Review Documents,08-06-2018 19:33:25,Rod,Healthcare,15000
193,Automated Scoreboarding,08-06-2018 20:21:43,SYSTEM,Healthcare,15000
193,Update Backend Systems,08-06-2018 20:25:42,RPA,Healthcare,15000
193,Notification Review Request Completed,08-06-2018 20:43:25,SYSTEM,Healthcare,15000
194,New Client Onboarding Request,09-06-2018 18:00:00,Clive,Telecom,49000
194,Review Documents,09-06-2018 18:39:53,Jane,Telecom,49000
194,Automated Scoreboarding,09-06-2018 18:51:20,SYSTEM,Telecom,49000
194,Update Backend Systems,09-06-2018 18:56:24,RPA,Telecom,49000
194,Notification Review Request Completed,09-06-2018 19:03:52,SYSTEM,Telecom,49000
195,New Client Onboarding Request,10-06-2018 18:00:00,Nick,Insurance,45000
195,Review Documents,10-06-2018 19:15:49,Rod,Insurance,45000
195,Automated Scoreboarding,10-06-2018 19:26:50,SYSTEM,Insurance,45000
195,Update Backend Systems,10-06-2018 19:33:20,RPA,Insurance,45000
195,Notification Review Request Completed,10-06-2018 20:05:45,SYSTEM,Insurance,45000
196,New Client Onboarding Request,11-06-2018 18:00:00,Francis,Telecom,49000
196,Review Documents,11-06-2018 18:17:20,Jane,Telecom,49000
196,Automated Scoreboarding,11-06-2018 18:41:38,SYSTEM,Telecom,49000
196,Update Backend Systems,11-06-2018 18:48:56,RPA,Telecom,49000
196,Notification Review Request Completed,11-06-2018 18:56:19,SYSTEM,Telecom,49000
197,New Client Onboarding Request,12-06-2018 18:00:00,Nick,Finance,12000
197,Review Documents,12-06-2018 19:19:26,Rod,Finance,12000
197,Automated Scoreboarding,12-06-2018 19:30:44,SYSTEM,Finance,12000
197,Update Backend Systems,12-06-2018 19:36:57,RPA,Finance,12000
197,Notification Review Request Completed,12-06-2018 19:47:01,SYSTEM,Finance,12000
198,New Client Onboarding Request,13-06-2018 18:00:00,Francis,Insurance,45000
198,Review Documents,13-06-2018 19:16:40,Rod,Insurance,45000
198,Automated Scoreboarding,13-06-2018 19:31:09,SYSTEM,Insurance,45000
198,Update Backend Systems,13-06-2018 19:35:11,RPA,Insurance,45000
198,Notification Review Request Completed,13-06-2018 19:53:42,SYSTEM,Insurance,45000
199,New Client Onboarding Request,14-06-2018 18:00:00,Tom,Telecom,49000
199,Review Documents,14-06-2018 18:23:55,Freddy,Telecom,49000
199,Automated Scoreboarding,14-06-2018 18:38:01,SYSTEM,Telecom,49000
199,Update Backend Systems,14-06-2018 18:43:18,RPA,Telecom,49000
199,Notification Review Request Completed,14-06-2018 18:52:00,SYSTEM,Telecom,49000
200,New Client Onboarding Request,15-06-2018 18:00:00,Clive,Federal,6000
200,Review Documents,15-06-2018 18:20:39,Freddy,Federal,6000
200,Automated Scoreboarding,15-06-2018 20:34:30,SYSTEM,Federal,6000
200,Update Backend Systems,15-06-2018 20:38:02,RPA,Federal,6000
200,Notification Review Request Completed,15-06-2018 20:53:11,SYSTEM,Federal,6000
201,New Client Onboarding Request,16-06-2018 18:00:00,Clive,Federal,3000
201,Review Documents,16-06-2018 18:45:21,Freddy,Federal,3000
201,Automated Scoreboarding,16-06-2018 20:57:53,SYSTEM,Federal,3000
201,Update Backend Systems,16-06-2018 21:02:07,RPA,Federal,3000
201,Notification Review Request Completed,16-06-2018 21:20:32,SYSTEM,Federal,3000
202,New Client Onboarding Request,17-06-2018 18:00:00,Nick,Finance,12000
202,Review Documents,17-06-2018 18:35:55,Freddy,Finance,12000
202,Automated Scoreboarding,17-06-2018 18:45:03,SYSTEM,Finance,12000
202,Update Backend Systems,17-06-2018 18:50:06,RPA,Finance,12000
202,Notification Review Request Completed,17-06-2018 18:55:00,SYSTEM,Finance,12000
203,New Client Onboarding Request,18-06-2018 18:00:00,Francis,Healthcare,20000
203,Review Documents,18-06-2018 20:04:33,Rod,Healthcare,20000
203,Automated Scoreboarding,18-06-2018 20:09:17,SYSTEM,Healthcare,20000
203,Update Backend Systems,18-06-2018 20:14:36,RPA,Healthcare,20000
203,Notification Review Request Completed,18-06-2018 20:26:16,SYSTEM,Healthcare,20000
204,New Client Onboarding Request,19-06-2018 18:00:00,Tom,Insurance,45000
204,Review Documents,19-06-2018 18:44:24,Jane,Insurance,45000
204,Automated Scoreboarding,19-06-2018 18:52:57,SYSTEM,Insurance,45000
204,Update Backend Systems,19-06-2018 18:58:51,RPA,Insurance,45000
204,Notification Review Request Completed,19-06-2018 19:25:20,SYSTEM,Insurance,45000
205,New Client Onboarding Request,20-06-2018 18:00:00,Nick,Federal,6000
205,Review Documents,20-06-2018 19:09:22,Rod,Federal,6000
205,Automated Scoreboarding,20-06-2018 22:52:29,SYSTEM,Federal,6000
205,Update Backend Systems,20-06-2018 22:56:37,RPA,Federal,6000
205,Notification Review Request Completed,20-06-2018 23:48:24,SYSTEM,Federal,6000
206,New Client Onboarding Request,21-06-2018 18:00:00,Tom,Telecom,49000
206,Review Documents,21-06-2018 20:10:36,Rod,Telecom,49000
206,Automated Scoreboarding,21-06-2018 20:15:39,SYSTEM,Telecom,49000
206,Update Backend Systems,21-06-2018 20:26:31,RPA,Telecom,49000
206,Notification Review Request Completed,21-06-2018 20:36:32,SYSTEM,Telecom,49000
207,New Client Onboarding Request,22-06-2018 18:00:00,Tom,Finance,10000
207,Review Documents,22-06-2018 18:39:55,Freddy,Finance,10000
207,Automated Scoreboarding,22-06-2018 18:58:48,SYSTEM,Finance,10000
207,Update Backend Systems,22-06-2018 19:05:19,RPA,Finance,10000
207,Notification Review Request Completed,22-06-2018 19:11:07,SYSTEM,Finance,10000
208,New Client Onboarding Request,23-06-2018 18:00:00,Seb,Insurance,45000
208,Review Documents,23-06-2018 18:59:51,Freddy,Insurance,45000
208,Automated Scoreboarding,23-06-2018 19:15:57,SYSTEM,Insurance,45000
208,Update Backend Systems,23-06-2018 19:21:07,RPA,Insurance,45000
208,Notification Review Request Completed,23-06-2018 19:52:39,SYSTEM,Insurance,45000
209,New Client Onboarding Request,24-06-2018 18:00:00,Francis,Federal,8000
209,Review Documents,24-06-2018 19:23:26,Rod,Federal,8000
209,Automated Scoreboarding,24-06-2018 23:18:00,SYSTEM,Federal,8000
209,Update Backend Systems,24-06-2018 23:22:24,RPA,Federal,8000
209,Notification Review Request Completed,24-06-2018 23:37:23,SYSTEM,Federal,8000
210,New Client Onboarding Request,25-06-2018 18:00:00,Seb,Telecom,49000
210,Review Documents,25-06-2018 19:55:28,Rod,Telecom,49000
210,Automated Scoreboarding,25-06-2018 20:26:00,SYSTEM,Telecom,49000
210,Update Backend Systems,25-06-2018 20:31:12,RPA,Telecom,49000
210,Notification Review Request Completed,25-06-2018 20:53:37,SYSTEM,Telecom,49000
211,New Client Onboarding Request,26-06-2018 18:00:00,Nick,Insurance,45000
211,Review Documents,26-06-2018 19:08:10,Jane,Insurance,45000
211,Automated Scoreboarding,26-06-2018 19:10:09,SYSTEM,Insurance,45000
211,Update Backend Systems,26-06-2018 19:13:26,RPA,Insurance,45000
211,Notification Review Request Completed,26-06-2018 19:27:05,SYSTEM,Insurance,45000
212,New Client Onboarding Request,27-06-2018 18:00:00,Francis,Finance,12000
212,Review Documents,27-06-2018 18:47:44,Freddy,Finance,12000
212,Automated Scoreboarding,27-06-2018 19:09:29,SYSTEM,Finance,12000
212,Update Backend Systems,27-06-2018 19:14:19,RPA,Finance,12000
212,Notification Review Request Completed,27-06-2018 19:42:10,SYSTEM,Finance,12000
213,New Client Onboarding Request,28-06-2018 18:00:00,Clive,Telecom,49000
213,Review Documents,28-06-2018 19:27:55,Rod,Telecom,49000
213,Automated Scoreboarding,28-06-2018 19:52:02,SYSTEM,Telecom,49000
213,Update Backend Systems,28-06-2018 20:02:03,RPA,Telecom,49000
213,Notification Review Request Completed,28-06-2018 20:11:39,SYSTEM,Telecom,49000
214,New Client Onboarding Request,29-06-2018 18:00:00,Tom,Telecom,49000
214,Review Documents,29-06-2018 18:09:37,Freddy,Telecom,49000
214,Automated Scoreboarding,29-06-2018 18:12:21,SYSTEM,Telecom,49000
214,Update Backend Systems,29-06-2018 18:18:11,RPA,Telecom,49000
214,Notification Review Request Completed,29-06-2018 18:26:09,SYSTEM,Telecom,49000
215,New Client Onboarding Request,30-06-2018 18:00:00,Francis,Healthcare,20000
215,Review Documents,30-06-2018 18:24:17,Freddy,Healthcare,20000
215,Automated Scoreboarding,30-06-2018 18:29:26,SYSTEM,Healthcare,20000
215,Update Backend Systems,30-06-2018 18:34:58,RPA,Healthcare,20000
215,Notification Review Request Completed,30-06-2018 18:47:38,SYSTEM,Healthcare,20000
216,New Client Onboarding Request,01-07-2018 18:00:00,Clive,Healthcare,15000
216,Review Documents,01-07-2018 18:26:33,Freddy,Healthcare,15000
216,Automated Scoreboarding,01-07-2018 18:31:56,SYSTEM,Healthcare,15000
216,Update Backend Systems,01-07-2018 18:35:48,RPA,Healthcare,15000
216,Notification Review Request Completed,01-07-2018 18:47:22,SYSTEM,Healthcare,15000
217,New Client Onboarding Request,02-07-2018 18:00:00,Tom,Federal,3000
217,Review Documents,02-07-2018 19:06:34,Jane,Federal,3000
217,Automated Scoreboarding,02-07-2018 21:13:29,SYSTEM,Federal,3000
217,Update Backend Systems,02-07-2018 21:18:23,RPA,Federal,3000
217,Notification Review Request Completed,02-07-2018 21:34:07,SYSTEM,Federal,3000
218,New Client Onboarding Request,03-07-2018 18:00:00,Nick,Healthcare,15000
218,Review Documents,03-07-2018 19:34:55,Rod,Healthcare,15000
218,Automated Scoreboarding,03-07-2018 19:41:04,SYSTEM,Healthcare,15000
218,Update Backend Systems,03-07-2018 19:50:42,RPA,Healthcare,15000
218,Notification Review Request Completed,03-07-2018 20:07:06,SYSTEM,Healthcare,15000
219,New Client Onboarding Request,04-07-2018 18:00:00,Clive,Finance,20000
219,Review Documents,04-07-2018 18:19:51,Freddy,Finance,20000
219,Automated Scoreboarding,04-07-2018 18:35:07,SYSTEM,Finance,20000
219,Update Backend Systems,04-07-2018 18:40:54,RPA,Finance,20000
219,Notification Review Request Completed,04-07-2018 19:01:03,SYSTEM,Finance,20000
220,New Client Onboarding Request,05-07-2018 18:00:00,Seb,Healthcare,20000
220,Review Documents,05-07-2018 18:36:13,Freddy,Healthcare,20000
220,Automated Scoreboarding,05-07-2018 18:59:52,SYSTEM,Healthcare,20000
220,Update Backend Systems,05-07-2018 19:04:58,RPA,Healthcare,20000
220,Notification Review Request Completed,05-07-2018 19:20:20,SYSTEM,Healthcare,20000
221,New Client Onboarding Request,06-07-2018 18:00:00,Seb,Telecom,49000
221,Review Documents,06-07-2018 19:53:27,Rod,Telecom,49000
221,Automated Scoreboarding,06-07-2018 19:55:26,SYSTEM,Telecom,49000
221,Update Backend Systems,06-07-2018 20:02:52,RPA,Telecom,49000
221,Notification Review Request Completed,06-07-2018 20:28:59,SYSTEM,Telecom,49000
222,New Client Onboarding Request,07-07-2018 18:00:00,Tom,Federal,8000
222,Review Documents,07-07-2018 19:12:56,Rod,Federal,8000
222,Automated Scoreboarding,07-07-2018 21:17:26,SYSTEM,Federal,8000
222,Update Backend Systems,07-07-2018 21:22:42,RPA,Federal,8000
222,Notification Review Request Completed,07-07-2018 21:34:31,SYSTEM,Federal,8000
223,New Client Onboarding Request,08-07-2018 18:00:00,Tom,Finance,10000
223,Review Documents,08-07-2018 20:05:04,Rod,Finance,10000
223,Automated Scoreboarding,08-07-2018 20:20:59,SYSTEM,Finance,10000
223,Update Backend Systems,08-07-2018 20:29:21,RPA,Finance,10000
223,Notification Review Request Completed,08-07-2018 20:38:57,SYSTEM,Finance,10000
224,New Client Onboarding Request,09-07-2018 18:00:00,Tom,Federal,6000
224,Review Documents,09-07-2018 19:53:35,Rod,Federal,6000
224,Automated Scoreboarding,09-07-2018 22:06:40,SYSTEM,Federal,6000
224,Update Backend Systems,09-07-2018 22:13:15,RPA,Federal,6000
224,Notification Review Request Completed,09-07-2018 22:24:49,SYSTEM,Federal,6000
225,New Client Onboarding Request,10-07-2018 18:00:00,Seb,Federal,3000
225,Review Documents,10-07-2018 18:19:58,Jane,Federal,3000
225,Automated Scoreboarding,10-07-2018 20:52:18,SYSTEM,Federal,3000
225,Update Backend Systems,10-07-2018 20:56:16,RPA,Federal,3000
225,Notification Review Request Completed,10-07-2018 21:10:12,SYSTEM,Federal,3000
226,New Client Onboarding Request,11-07-2018 18:00:00,Nick,Healthcare,15000
226,Review Documents,11-07-2018 18:46:40,Freddy,Healthcare,15000
226,Automated Scoreboarding,11-07-2018 18:59:15,SYSTEM,Healthcare,15000
226,Update Backend Systems,11-07-2018 19:06:44,RPA,Healthcare,15000
226,Notification Review Request Completed,11-07-2018 19:13:47,SYSTEM,Healthcare,15000
227,New Client Onboarding Request,12-07-2018 18:00:00,Clive,Federal,6000
227,Review Documents,12-07-2018 19:22:08,Rod,Federal,6000
227,Automated Scoreboarding,12-07-2018 21:58:49,SYSTEM,Federal,6000
227,Update Backend Systems,12-07-2018 22:03:28,RPA,Federal,6000
227,Notification Review Request Completed,12-07-2018 22:22:56,SYSTEM,Federal,6000
228,New Client Onboarding Request,13-07-2018 18:00:00,Nick,Federal,6000
228,Review Documents,13-07-2018 18:21:30,Jane,Federal,6000
228,Automated Scoreboarding,13-07-2018 20:33:02,SYSTEM,Federal,6000
228,Update Backend Systems,13-07-2018 20:43:08,RPA,Federal,6000
228,Notification Review Request Completed,13-07-2018 20:52:14,SYSTEM,Federal,6000
229,New Client Onboarding Request,14-07-2018 18:00:00,Francis,Finance,12000
229,Review Documents,14-07-2018 18:16:56,Freddy,Finance,12000
229,Automated Scoreboarding,14-07-2018 18:44:11,SYSTEM,Finance,12000
229,Update Backend Systems,14-07-2018 18:53:45,RPA,Finance,12000
229,Notification Review Request Completed,14-07-2018 19:00:37,SYSTEM,Finance,12000
230,New Client Onboarding Request,15-07-2018 18:00:00,Seb,Insurance,45000
230,Review Documents,15-07-2018 19:03:01,Jane,Insurance,45000
230,Automated Scoreboarding,15-07-2018 19:32:11,SYSTEM,Insurance,45000
230,Update Backend Systems,15-07-2018 19:36:50,RPA,Insurance,45000
230,Notification Review Request Completed,15-07-2018 20:01:07,SYSTEM,Insurance,45000
231,New Client Onboarding Request,16-07-2018 18:00:00,Nick,Telecom,49000
231,Review Documents,16-07-2018 19:05:16,Freddy,Telecom,49000
231,Automated Scoreboarding,16-07-2018 19:26:41,SYSTEM,Telecom,49000
231,Update Backend Systems,16-07-2018 19:31:06,RPA,Telecom,49000
231,Notification Review Request Completed,16-07-2018 19:47:35,SYSTEM,Telecom,49000
232,New Client Onboarding Request,17-07-2018 18:00:00,Francis,Healthcare,15000
232,Review Documents,17-07-2018 19:16:31,Rod,Healthcare,15000
232,Automated Scoreboarding,17-07-2018 19:43:55,SYSTEM,Healthcare,15000
232,Update Backend Systems,17-07-2018 19:49:56,RPA,Healthcare,15000
232,Notification Review Request Completed,17-07-2018 20:13:32,SYSTEM,Healthcare,15000
233,New Client Onboarding Request,18-07-2018 18:00:00,Francis,Healthcare,25000
233,Review Documents,18-07-2018 18:28:31,Freddy,Healthcare,25000
233,Automated Scoreboarding,18-07-2018 19:36:58,SYSTEM,Healthcare,25000
233,Update Backend Systems,18-07-2018 19:43:23,RPA,Healthcare,25000
233,Notification Review Request Completed,18-07-2018 20:01:34,SYSTEM,Healthcare,25000
234,New Client Onboarding Request,19-07-2018 18:00:00,Tom,Healthcare,25000
234,Review Documents,19-07-2018 18:51:26,Freddy,Healthcare,25000
234,Automated Scoreboarding,19-07-2018 19:03:34,SYSTEM,Healthcare,25000
234,Update Backend Systems,19-07-2018 19:15:22,RPA,Healthcare,25000
234,Notification Review Request Completed,19-07-2018 19:41:51,SYSTEM,Healthcare,25000
235,New Client Onboarding Request,20-07-2018 18:00:00,Nick,Finance,12000
235,Review Documents,20-07-2018 18:25:21,Freddy,Finance,12000
235,Automated Scoreboarding,20-07-2018 18:31:28,SYSTEM,Finance,12000
235,Update Backend Systems,20-07-2018 18:35:42,RPA,Finance,12000
235,Notification Review Request Completed,20-07-2018 19:00:39,SYSTEM,Finance,12000
236,New Client Onboarding Request,21-07-2018 18:00:00,Nick,Insurance,45000
236,Review Documents,21-07-2018 19:04:25,Rod,Insurance,45000
236,Automated Scoreboarding,21-07-2018 19:15:57,SYSTEM,Insurance,45000
236,Update Backend Systems,21-07-2018 19:21:30,RPA,Insurance,45000
236,Notification Review Request Completed,21-07-2018 19:40:16,SYSTEM,Insurance,45000
237,New Client Onboarding Request,22-07-2018 18:00:00,Seb,Federal,3000
237,Review Documents,22-07-2018 18:33:04,Jane,Federal,3000
237,Automated Scoreboarding,22-07-2018 23:10:28,SYSTEM,Federal,3000
237,Update Backend Systems,22-07-2018 23:17:03,RPA,Federal,3000
237,Notification Review Request Completed,22-07-2018 23:40:56,SYSTEM,Federal,3000
238,New Client Onboarding Request,23-07-2018 18:00:00,Francis,Finance,10000
238,Review Documents,23-07-2018 19:45:21,Rod,Finance,10000
238,Automated Scoreboarding,23-07-2018 20:02:24,SYSTEM,Finance,10000
238,Update Backend Systems,23-07-2018 20:06:48,RPA,Finance,10000
238,Notification Review Request Completed,23-07-2018 20:19:11,SYSTEM,Finance,10000
239,New Client Onboarding Request,24-07-2018 18:00:00,Seb,Telecom,49000
239,Review Documents,24-07-2018 20:06:25,Rod,Telecom,49000
239,Automated Scoreboarding,24-07-2018 20:12:43,SYSTEM,Telecom,49000
239,Update Backend Systems,24-07-2018 20:21:10,RPA,Telecom,49000
239,Notification Review Request Completed,24-07-2018 20:28:16,SYSTEM,Telecom,49000
240,New Client Onboarding Request,25-07-2018 18:00:00,Francis,Healthcare,15000
240,Review Documents,25-07-2018 18:15:19,Freddy,Healthcare,15000
240,Automated Scoreboarding,25-07-2018 18:27:22,SYSTEM,Healthcare,15000
240,Update Backend Systems,25-07-2018 18:34:12,RPA,Healthcare,15000
240,Notification Review Request Completed,25-07-2018 18:52:29,SYSTEM,Healthcare,15000
241,New Client Onboarding Request,26-07-2018 18:00:00,Francis,Finance,20000
241,Review Documents,26-07-2018 19:12:08,Rod,Finance,20000
241,Automated Scoreboarding,26-07-2018 19:28:58,SYSTEM,Finance,20000
241,Update Backend Systems,26-07-2018 19:36:30,RPA,Finance,20000
241,Notification Review Request Completed,26-07-2018 20:00:37,SYSTEM,Finance,20000
242,New Client Onboarding Request,27-07-2018 18:00:00,Tom,Telecom,49000
242,Review Documents,27-07-2018 19:41:49,Rod,Telecom,49000
242,Automated Scoreboarding,27-07-2018 19:56:12,SYSTEM,Telecom,49000
242,Update Backend Systems,27-07-2018 19:59:13,RPA,Telecom,49000
242,Notification Review Request Completed,27-07-2018 20:09:13,SYSTEM,Telecom,49000
243,New Client Onboarding Request,28-07-2018 18:00:00,Nick,Telecom,49000
243,Review Documents,28-07-2018 18:22:52,Jane,Telecom,49000
243,Automated Scoreboarding,28-07-2018 19:01:05,SYSTEM,Telecom,49000
243,Update Backend Systems,28-07-2018 19:05:46,RPA,Telecom,49000
243,Notification Review Request Completed,28-07-2018 19:30:11,SYSTEM,Telecom,49000
244,New Client Onboarding Request,29-07-2018 18:00:00,Clive,Insurance,45000
244,Review Documents,29-07-2018 19:22:30,Rod,Insurance,45000
244,Automated Scoreboarding,29-07-2018 19:42:34,SYSTEM,Insurance,45000
244,Update Backend Systems,29-07-2018 19:51:03,RPA,Insurance,45000
244,Notification Review Request Completed,29-07-2018 20:09:53,SYSTEM,Insurance,45000
245,New Client Onboarding Request,30-07-2018 18:00:00,Seb,Federal,3000
245,Review Documents,30-07-2018 19:27:11,Rod,Federal,3000
245,Automated Scoreboarding,30-07-2018 21:35:51,SYSTEM,Federal,3000
245,Update Backend Systems,30-07-2018 21:40:11,RPA,Federal,3000
245,Notification Review Request Completed,30-07-2018 22:04:12,SYSTEM,Federal,3000
246,New Client Onboarding Request,31-07-2018 18:00:00,Nick,Healthcare,15000
246,Review Documents,31-07-2018 20:15:52,Rod,Healthcare,15000
246,Automated Scoreboarding,31-07-2018 20:27:52,SYSTEM,Healthcare,15000
246,Update Backend Systems,31-07-2018 20:33:17,RPA,Healthcare,15000
246,Notification Review Request Completed,31-07-2018 20:47:22,SYSTEM,Healthcare,15000
247,New Client Onboarding Request,01-08-2018 18:00:00,Nick,Insurance,45000
247,Review Documents,01-08-2018 18:45:45,Jane,Insurance,45000
247,Automated Scoreboarding,01-08-2018 19:39:45,SYSTEM,Insurance,45000
247,Update Backend Systems,01-08-2018 19:48:44,RPA,Insurance,45000
247,Notification Review Request Completed,01-08-2018 20:03:38,SYSTEM,Insurance,45000
248,New Client Onboarding Request,02-08-2018 18:00:00,Tom,Federal,8000
248,Review Documents,02-08-2018 18:07:19,Freddy,Federal,8000
248,Automated Scoreboarding,02-08-2018 20:15:50,SYSTEM,Federal,8000
248,Update Backend Systems,02-08-2018 20:24:47,RPA,Federal,8000
248,Notification Review Request Completed,02-08-2018 21:00:15,SYSTEM,Federal,8000
249,New Client Onboarding Request,03-08-2018 18:00:00,Tom,Telecom,49000
249,Review Documents,03-08-2018 18:17:58,Jane,Telecom,49000
249,Automated Scoreboarding,03-08-2018 18:31:16,SYSTEM,Telecom,49000
249,Update Backend Systems,03-08-2018 18:39:06,RPA,Telecom,49000
249,Notification Review Request Completed,03-08-2018 18:54:57,SYSTEM,Telecom,49000
250,New Client Onboarding Request,04-08-2018 18:00:00,Francis,Finance,12000
250,Review Documents,04-08-2018 19:31:07,Rod,Finance,12000
250,Automated Scoreboarding,04-08-2018 19:53:03,SYSTEM,Finance,12000
250,Update Backend Systems,04-08-2018 19:57:28,RPA,Finance,12000
250,Notification Review Request Completed,04-08-2018 20:08:08,SYSTEM,Finance,12000
251,New Client Onboarding Request,05-08-2018 18:00:00,Francis,Federal,6000
251,Review Documents,05-08-2018 18:16:18,Jane,Federal,6000
251,Automated Scoreboarding,05-08-2018 20:47:45,SYSTEM,Federal,6000
251,Update Backend Systems,05-08-2018 20:57:15,RPA,Federal,6000
251,Notification Review Request Completed,05-08-2018 21:18:07,SYSTEM,Federal,6000
252,New Client Onboarding Request,06-08-2018 18:00:00,Clive,Federal,8000
252,Review Documents,06-08-2018 18:50:21,Jane,Federal,8000
252,Automated Scoreboarding,06-08-2018 21:21:29,SYSTEM,Federal,8000
252,Update Backend Systems,06-08-2018 21:26:44,RPA,Federal,8000
252,Notification Review Request Completed,06-08-2018 21:44:24,SYSTEM,Federal,8000
253,New Client Onboarding Request,07-08-2018 18:00:00,Tom,Healthcare,20000
253,Review Documents,07-08-2018 18:22:57,Jane,Healthcare,20000
253,Automated Scoreboarding,07-08-2018 18:31:35,SYSTEM,Healthcare,20000
253,Update Backend Systems,07-08-2018 18:37:07,RPA,Healthcare,20000
253,Notification Review Request Completed,07-08-2018 18:52:12,SYSTEM,Healthcare,20000
254,New Client Onboarding Request,08-08-2018 18:00:00,Clive,Insurance,45000
254,Review Documents,08-08-2018 18:16:07,Jane,Insurance,45000
254,Automated Scoreboarding,08-08-2018 18:36:57,SYSTEM,Insurance,45000
254,Update Backend Systems,08-08-2018 18:46:41,RPA,Insurance,45000
254,Notification Review Request Completed,08-08-2018 18:57:39,SYSTEM,Insurance,45000
255,New Client Onboarding Request,09-08-2018 18:00:00,Seb,Telecom,49000
